"","intercept_b0","rate_spl","rsq","row","endrow","time","endtime","oxy","endoxy","rowlength","timelength","rate_twopoint","sampleID","treatment","lab_date","project","site","trialID","species","sample_type.x","trial_start","trial_end","start_light","elapsed_dark","acc_hrs","temp_ysi_start","salinity_ysi_start","pH_ysi_start","chamber","volume_chamber","lid","channel","cable","PAR","pH_ysi_final","volume_initial_mL","volume_final_mL","volume_kelp","wet_weight_g","dry_weight+packet_weight_g","packet_weight_g","dry_weight_g","blade_length_cm","Master channel","Note","photo (blade _area)","link with in situ or harvest morphometrics","spc","rate_bg","sample_type.y","rate_adj","rate_convrt","rate_convrt_units"
"1",5.34971874682895,0.037475272261371,0.998,199,422,52.233,63.383,7.312,7.728,223,11.15,0.0373094170403587,"S01_M3_002","light",2020-07-20,"kelp","Tickster","K1","macro","sample",11:30:00,12:30:00,12:00:00,60,NA,14.8,27.28,8.35,"D",4988,"BL",4,4,82,8.49,152,164,12,53.6,6.32,1.4874,4.8326,64,1,NA,NA,NA,42420,-0.000126837555042882,"background",0.0376021098164139,0.209449363932622,"mg/h/g"
"2",7.09641687804737,-0.0070075877787715,0.973,4,278,7.583,21.283,7.044,6.957,274,13.7,-0.00635036496350363,"S01_M3_002","dark",2020-07-20,"kelp","Tickster","K1","macro","sample",11:30:00,12:30:00,12:00:00,60,NA,14.8,27.28,8.35,"D",4988,"BL",4,4,82,8.49,152,164,12,53.6,6.32,1.4874,4.8326,64,1,NA,NA,NA,42420,-0.000326470613222926,"background",-0.00668111716554857,-0.037214819793772,"mg/h/g"
"3",5.98613234259919,0.0259352408105081,0.995,11,193,42.833,51.933,7.099,7.332,182,9.1,0.0256043956043956,"S01_N1_7029","light",2020-07-20,"kelp","Triquetta","K1","nereo","sample",11:30:00,12:30:00,12:00:00,60,NA,14.8,27.28,8.35,"A",4979,"B/W",1,1,86,8.36,128,145,17,31.5,3.56,1.4031,2.1569,113,1,NA,NA,NA,42420,-0.000126837555042882,"background",0.0260620783655509,0.246323872094979,"mg/h/g"
"4",7.10694281240049,-0.00312749704910415,0.942,8,396,7.783,27.183,7.083,7.024,388,19.4,-0.00304123711340207,"S01_N1_7029","dark",2020-07-20,"kelp","Triquetta","K1","nereo","sample",11:30:00,12:30:00,12:00:00,60,NA,14.8,27.28,8.35,"A",4979,"B/W",1,1,86,8.36,128,145,17,31.5,3.56,1.4031,2.1569,113,1,NA,NA,NA,42420,-0.000326470613222926,"background",-0.00280102643588122,-0.0264737012854145,"mg/h/g"
"5",5.79245832844669,0.0287778002331909,0.998,196,444,52.083,64.483,7.292,7.654,248,12.4,0.0291935483870968,"S01_N2_1027","light",2020-07-20,"kelp","Triquetta","K1","nereo","sample",11:30:00,12:30:00,12:00:00,60,NA,14.8,27.28,8.35,"C",4970,"R",3,3,105,8.4,209,242,33,36.1,4.03,1.4127,2.6173,180,1,NA,NA,NA,42420,-0.000126837555042882,"background",0.0289046377882338,0.237178166360959,"mg/h/g"
"6",7.11723724590991,-0.00446266509542239,0.965,64,424,10.583,28.583,7.06,6.996,360,18,-0.00355555555555551,"S01_N2_1027","dark",2020-07-20,"kelp","Triquetta","K1","nereo","sample",11:30:00,12:30:00,12:00:00,60,NA,14.8,27.28,8.35,"C",4970,"R",3,3,105,8.4,209,242,33,36.1,4.03,1.4127,2.6173,180,1,NA,NA,NA,42420,-0.000326470613222926,"background",-0.00413619448219947,-0.0339397099589231,"mg/h/g"
"7",4.57670432997278,0.0646232956057877,0.999,37,313,45.866,59.666,7.539,8.425,276,13.8,0.0642028985507247,"S02_M5_1008","light",2020-07-20,"kelp","Tickster","K2","macro","sample",12:51:00,13:55:00,13:25:00,64,NA,14.9,27.38,8.64,"B",4958,"Y",2,2,100,8.84,659,740,81,77.2,9.9,1.4915,8.4085,96,1,NA,NA,NA,42581,-4.60876655343691e-05,"background",0.064669383271322,0.245123768560288,"mg/h/g"
"8",7.503725156103,-0.0086246508576162,0.981,131,421,11.517,26.017,7.397,7.284,290,14.5,-0.00779310344827589,"S02_M5_1008","dark",2020-07-20,"kelp","Tickster","K2","macro","sample",12:51:00,13:55:00,13:25:00,64,NA,14.9,27.38,8.64,"B",4958,"Y",2,2,100,8.84,659,740,81,77.2,9.9,1.4915,8.4085,96,1,NA,NA,NA,42581,0.000200669188613049,"background",-0.00882532004622925,-0.0334516211389586,"mg/h/g"
"9",6.29794921016826,0.0279934455176311,0.998,37,311,45.866,59.567,7.575,7.955,274,13.701,0.0277352018100868,"S02_M6_8003","light",2020-07-20,"kelp","Tickster","K2","macro","sample",12:51:00,13:55:00,13:25:00,64,NA,14.9,27.38,8.64,"C",4970,"R",3,3,104,8.81,196,212,16,19.4,3.25,1.5501,1.6999,31,1,NA,NA,NA,42581,-4.60876655343691e-05,"background",0.0280395331831654,0.429611899142479,"mg/h/g"
"10",7.4549374824129,-0.00157311487661676,0.339,148,293,12.367,19.616,7.435,7.421,145,7.249,-0.0019313008690853,"S02_M6_8003","dark",2020-07-20,"kelp","Tickster","K2","macro","sample",12:51:00,13:55:00,13:25:00,64,NA,14.9,27.38,8.64,"C",4970,"R",3,3,104,8.81,196,212,16,19.4,3.25,1.5501,1.6999,31,1,NA,NA,NA,42581,0.000200669188613049,"background",-0.00177378406522981,-0.0271772977087066,"mg/h/g"
"11",6.70580948488864,0.0148674540384654,0.994,24,324,45.217,60.217,7.375,7.597,300,15,0.0148,"S02_N4_523","light",2020-07-20,"kelp","Triquetta","K2","nereo","sample",12:51:00,13:55:00,13:25:00,64,NA,14.9,27.38,8.64,"A",4979,"B/W",1,1,83,8.68,199,201,2,14.1,2.29,1.4636,0.8264,74,1,NA,NA,NA,42581,-4.60876655343691e-05,"background",0.0149135417039998,0.315849774726837,"mg/h/g"
"12",7.34825994358415,-0.00145027024401534,0.398,111,309,10.517,20.417,7.344,7.321,198,9.9,-0.00232323232323238,"S02_N4_523","dark",2020-07-20,"kelp","Triquetta","K2","nereo","sample",12:51:00,13:55:00,13:25:00,64,NA,14.9,27.38,8.64,"A",4979,"B/W",1,1,83,8.68,199,201,2,14.1,2.29,1.4636,0.8264,74,1,NA,NA,NA,42581,0.000200669188613049,"background",-0.00165093943262839,-0.0349647896008149,"mg/h/g"
"13",6.26965880168493,0.0243783727891659,0.998,49,365,41.05,56.85,7.267,7.654,316,15.8,0.0244936708860759,"S03_N7_925","light",2020-07-20,"kelp","Triquetta","K3","nereo","sample",14:14:00,15:16:00,14:44:00,62,NA,15,27.57,8.63,"A",4979,"B/W",1,1,68,9.05,190,227,37,40.7,4.02,1.2857,2.7343,168,1,NA,NA,NA,42824,0.000868298774093714,"background",0.0235100740150722,0.171282730883273,"mg/h/g"
"14",7.26013149031339,-0.00420060298249779,0.824,77,228,8.85,16.4,7.219,7.191,151,7.55,-0.00370860927152324,"S03_N7_925","dark",2020-07-20,"kelp","Triquetta","K3","nereo","sample",14:14:00,15:16:00,14:44:00,62,NA,15,27.57,8.63,"A",4979,"B/W",1,1,68,9.05,190,227,37,40.7,4.02,1.2857,2.7343,168,1,NA,NA,NA,42824,-2.27956020292347e-05,"background",-0.00417780738046855,-0.0304374310677282,"mg/h/g"
"15",7.24284953417348,-0.00360267505483509,0.861,129,367,45.05,56.95,7.084,7.045,238,11.9,-0.00327731092436972,"S03_N8_8032","light",2020-07-20,"kelp","Triquetta","K3","nereo","sample",14:14:00,15:16:00,14:44:00,62,NA,15,27.57,8.63,"B",4958,"Y",2,2,86,9.05,193,216,23,24.6,2.76,0.829,1.931,104,1,NA,NA,NA,42824,0.000868298774093714,"background",-0.00447097382892881,-0.0538152581603992,"mg/h/g"
"16",7.3292246948273,-0.00543233057454942,0.834,314,449,20.7,27.45,7.221,7.18,135,6.75,-0.00607407407407413,"S03_N8_8032","dark",2020-07-20,"kelp","Triquetta","K3","nereo","sample",14:14:00,15:16:00,14:44:00,62,NA,15,27.57,8.63,"B",4958,"Y",2,2,86,9.05,193,216,23,24.6,2.76,0.829,1.931,104,1,NA,NA,NA,42824,-2.27956020292347e-05,"background",-0.00540953497252018,-0.06511232948631,"mg/h/g"
"17",6.28342444642015,0.0192427253528687,0.995,85,335,42.85,55.35,7.106,7.354,250,12.5,0.01984,"S03_N9_8039","light",2020-07-20,"kelp","Triquetta","K3","nereo","sample",14:14:00,15:16:00,14:44:00,62,NA,15,27.57,8.63,"D",4988,"BL",4,4,75,9.05,170,229,59,52.4,4.83,1.406,3.424,220,1,NA,NA,NA,42824,0.000868298774093714,"background",0.018374426578775,0.10370329993143,"mg/h/g"
"18",7.30018654334746,-0.00902218452381099,0.985,60,326,8,21.3,7.225,7.109,266,13.3,-0.00872180451127817,"S03_N9_8039","dark",2020-07-20,"kelp","Triquetta","K3","nereo","sample",14:14:00,15:16:00,14:44:00,62,NA,15,27.57,8.63,"D",4988,"BL",4,4,75,9.05,170,229,59,52.4,4.83,1.406,3.424,220,1,NA,NA,NA,42824,-2.27956020292347e-05,"background",-0.00899938892178175,-0.0507915893077812,"mg/h/g"
"19",5.97119149473044,0.0396343418571719,0.999,177,500,48.451,64.601,7.904,8.516,323,16.15,0.0378947368421053,"S04_M10_009","light",2020-07-20,"kelp","Tickster","K4","macro","sample",16:53:00,17:58:00,17:33:00,65,NA,15.7,27.7,8.47,"B",4958,"Y",2,2,66,8.55,610,638,28,27,4.21,1.567,2.643,NA,1,NA,NA,NA,43099,0.00261591835527246,"background",0.0370184235018995,0.405557395254143,"mg/h/g"
"20",7.74363777154169,-0.00263185850515671,0.689,193,398,14.65,24.9,7.704,7.675,205,10.25,-0.00282926829268292,"S04_M10_009","dark",2020-07-20,"kelp","Tickster","K4","macro","sample",16:53:00,17:58:00,17:33:00,65,NA,15.7,27.7,8.47,"B",4958,"Y",2,2,66,8.55,610,638,28,27,4.21,1.567,2.643,NA,1,NA,NA,NA,43099,-0.000153743884310257,"background",-0.00247811462084645,-0.0271491224017178,"mg/h/g"
"21",4.980797383804,0.0481316428171946,0.998,181,360,48.65,57.6,7.323,7.759,179,8.95,0.0487150837988827,"S04_M11_3009","light",2020-07-20,"kelp","Tickster","K4","macro","sample",16:53:00,17:58:00,17:33:00,65,NA,15.7,27.7,8.47,"C",4970,"R",3,3,92,8.58,630,700,70,71.8,9.52,1.4358,8.0842,96,1,NA,NA,NA,43099,0.00261591835527246,"background",0.0455157244619222,0.186373579273052,"mg/h/g"
"22",7.772019388858,-0.0172330549675617,0.995,185,473,14.251,28.65,7.521,7.284,288,14.399,-0.0164594763525245,"S04_M11_3009","dark",2020-07-20,"kelp","Tickster","K4","macro","sample",16:53:00,17:58:00,17:33:00,65,NA,15.7,27.7,8.47,"C",4970,"R",3,3,92,8.58,630,700,70,71.8,9.52,1.4358,8.0842,96,1,NA,NA,NA,43099,-0.000153743884310257,"background",-0.0170793110832515,-0.0699347835442331,"mg/h/g"
"23",5.84322416358528,0.0318124148696419,0.998,231,498,51.15,64.5,7.479,7.885,267,13.35,0.0304119850187266,"S04_M12_026","light",2020-07-20,"kelp","Tickster","K4","macro","sample",16:53:00,17:58:00,17:33:00,65,NA,15.7,27.7,8.47,"D",4988,"BL",4,4,82,8.58,607,650,43,45.1,5.97,1.5345,4.4355,NA,1,NA,NA,NA,43099,0.00261591835527246,"background",0.0291964965143695,0.192075399463712,"mg/h/g"
"24",7.64768338487209,-0.00982466375421945,0.985,188,469,14.4,28.45,7.5,7.369,281,14.05,-0.00932384341637012,"S04_M12_026","dark",2020-07-20,"kelp","Tickster","K4","macro","sample",16:53:00,17:58:00,17:33:00,65,NA,15.7,27.7,8.47,"D",4988,"BL",4,4,82,8.58,607,650,43,45.1,5.97,1.5345,4.4355,NA,1,NA,NA,NA,43099,-0.000153743884310257,"background",-0.00967091986990919,-0.0636222156408438,"mg/h/g"
"25",5.42741152997903,0.0439748892378679,0.998,284,476,55.15,64.75,7.853,8.274,192,9.6,0.0438541666666666,"S05_M14_13","light",2020-07-22,"kelp","Tickster","K5","macro","sample",13:10:00,14:16:00,13:44:00,66,NA,16.1,25.21,9.34,"B",4958,"Y",2,2,94,10.24,450,528,78,78.49,11.01,2.4902,8.5198,104,1,NA,NA,NA,39044,0.000485161870867799,"background",0.0434897273670001,0.162234579858041,"mg/h/g"
"26",7.39168795419659,-0.00807809266185199,0.994,5,496,5.25,29.8,7.35,7.148,491,24.55,-0.00822810590631364,"S05_M14_13","dark",2020-07-22,"kelp","Tickster","K5","macro","sample",13:10:00,14:16:00,13:44:00,66,NA,16.1,25.21,9.34,"B",4958,"Y",2,2,94,10.24,450,528,78,78.49,11.01,2.4902,8.5198,104,1,NA,NA,NA,39044,-0.000998376631536826,"background",-0.00707971603031517,-0.0264102542193436,"mg/h/g"
"27",6.48196610905498,0.0182500254503314,0.994,116,345,46.75,58.2,7.339,7.541,229,11.45,0.0176419213973799,"S05_N13_8052","light",2020-07-22,"kelp","Triquetta","K5","nereo","sample",13:10:00,14:16:00,13:44:00,66,NA,16.1,25.21,9.34,"A",4979,"B/W",1,1,80,10.23,180,217,37,37.7,4.18,1.305,2.875,143,1,NA,NA,NA,39044,0.000485161870867799,"background",0.0177648635794636,0.139725128609617,"mg/h/g"
"28",7.33588119806946,-0.00444607955054772,0.978,25,499,6.251,29.95,7.312,7.205,474,23.699,-0.00451495843706486,"S05_N13_8052","dark",2020-07-22,"kelp","Triquetta","K5","nereo","sample",13:10:00,14:16:00,13:44:00,66,NA,16.1,25.21,9.34,"A",4979,"B/W",1,1,80,10.23,180,217,37,37.7,4.18,1.305,2.875,143,1,NA,NA,NA,39044,-0.000998376631536826,"background",-0.0034477029190109,-0.0271170522425759,"mg/h/g"
"29",6.31514451062062,0.0223207352986745,0.997,174,468,49.65,64.35,7.429,7.748,294,14.7,0.0217006802721088,"S05_N15_3006","light",2020-07-22,"kelp","Triquetta","K5","nereo","sample",13:10:00,14:16:00,13:44:00,66,NA,16.1,25.21,9.34,"C",4970,"R",3,3,95,10.41,173,209,36,37.02,4.13,1.3733,2.7567,168,1,NA,NA,NA,39044,0.000485161870867799,"background",0.0218355734278067,0.174613807605832,"mg/h/g"
"30",7.37306624118659,-0.00478327573086376,0.975,51,486,7.55,29.3,7.335,7.233,435,21.75,-0.00468965517241381,"S05_N15_3006","dark",2020-07-22,"kelp","Triquetta","K5","nereo","sample",13:10:00,14:16:00,13:44:00,66,NA,16.1,25.21,9.34,"C",4970,"R",3,3,95,10.41,173,209,36,37.02,4.13,1.3733,2.7567,168,1,NA,NA,NA,39044,-0.000998376631536826,"background",-0.00378489909932693,-0.030266924077924,"mg/h/g"
"31",5.45144271341432,0.0363954121488403,0.997,157,333,56.35,65.15,7.499,7.824,176,8.8,0.0369318181818182,"S06_M16_8033","light",2020-07-22,"kelp","Tickster","K6","macro","sample",14:32:00,15:45:00,15:16:00,73,NA,16.4,25.18,10.03,"A",4979,"B/W",1,1,78,10.23,147,187,40,36.98,5.2,1.2785,3.9215,37,1,NA,NA,NA,39425,0.00148467677855296,"background",0.0349107353702874,0.279757904803433,"mg/h/g"
"32",7.35886699105612,-0.00260908916050582,0.541,295,436,19.75,26.8,7.306,7.296,141,7.05,-0.00141843971631203,"S06_M16_8033","dark",2020-07-22,"kelp","Tickster","K6","macro","sample",14:32:00,15:45:00,15:16:00,73,NA,16.4,25.18,10.03,"A",4979,"B/W",1,1,78,10.23,147,187,40,36.98,5.2,1.2785,3.9215,37,1,NA,NA,NA,39425,0.00282811407813854,"background",-0.00543720323864435,-0.0435711413666811,"mg/h/g"
"33",4.32068809899768,0.0566516152291457,0.999,110,313,54,64.149,7.378,7.964,203,10.149,0.0577396787860873,"S06_M17_30","light",2020-07-22,"kelp","Tickster","K6","macro","sample",14:32:00,15:45:00,15:16:00,73,NA,16.4,25.18,10.03,"B",4958,"Y",2,2,94,10.32,498,570,72,77.77,12.3,2.7969,9.5031,92,1,NA,NA,NA,39425,0.00148467677855296,"background",0.0551669384505928,0.207956020009975,"mg/h/g"
"34",7.39138445881981,-0.00629885805884005,0.834,294,420,19.699,25.999,7.268,7.232,126,6.3,-0.00571428571428565,"S06_M17_30","dark",2020-07-22,"kelp","Tickster","K6","macro","sample",14:32:00,15:45:00,15:16:00,73,NA,16.4,25.18,10.03,"B",4958,"Y",2,2,94,10.32,498,570,72,77.77,12.3,2.7969,9.5031,92,1,NA,NA,NA,39425,0.00282811407813854,"background",-0.00912697213697859,-0.0344048238610858,"mg/h/g"
"35",6.35925026199734,0.019023464546708,0.997,143,492,55.65,73.1,7.418,7.745,349,17.45,0.0187392550143267,"S06_N18_7013","light",2020-07-22,"kelp","Triquetta","K6","nereo","sample",14:32:00,15:45:00,15:16:00,73,NA,16.4,25.18,10.03,"D",4988,"BL",4,4,91,10.42,143,168,25,25.56,3.18,1.3485,1.8315,141,1,NA,NA,NA,39425,0.00148467677855296,"background",0.017538787768155,0.204330994585336,"mg/h/g"
"36",7.32517296900465,0.00100402577828068,0.245,267,483,18.35,29.15,7.348,7.347,216,10.8,-9.25925925925413e-05,"S06_N18_7013","dark",2020-07-22,"kelp","Triquetta","K6","nereo","sample",14:32:00,15:45:00,15:16:00,73,NA,16.4,25.18,10.03,"D",4988,"BL",4,4,91,10.42,143,168,25,25.56,3.18,1.3485,1.8315,141,1,NA,NA,NA,39425,0.00282811407813854,"background",-0.00182408829985786,-0.0212510568830858,"mg/h/g"
"37",6.50436902202855,0.0202056911591297,0.962,317,486,51.817,60.266,7.557,7.709,169,8.449,0.017990294709433,"S07_M20_11","light",2020-07-22,"kelp","Tickster","K7","macro","sample",16:00:00,17:00:00,16:30:00,60,NA,15.1,26.9,10.1,"C",4970,"R",3,3,99,10.09,137,168,31,28.44,4.09,1.144,2.946,50,1,NA,NA,NA,41863,-0.00520317266121498,"background",0.0254088638203447,0.264756072592157,"mg/h/g"
"38",7.56447124811828,-0.00441304686715315,0.808,143,280,12.15,19,7.505,7.482,137,6.85,-0.0033576642335766,"S07_M20_11","dark",2020-07-22,"kelp","Tickster","K7","macro","sample",16:00:00,17:00:00,16:30:00,60,NA,15.1,26.9,10.1,"C",4970,"R",3,3,99,10.09,137,168,31,28.44,4.09,1.144,2.946,50,1,NA,NA,NA,41863,0.000473747731007991,"background",-0.00488679459816114,-0.0509195749373794,"mg/h/g"
"39",6.30377235979568,0.0225644781581573,0.989,151,472,43.517,59.567,7.289,7.661,321,16.05,0.0231775700934579,"S07_M21_8066","light",2020-07-22,"kelp","Tickster","K7","macro","sample",16:00:00,17:00:00,16:30:00,60,NA,15.1,26.9,10.1,"D",4988,"BL",4,4,89,10.14,650,720,70,74.69,10.22,1.2791,8.9409,95,1,NA,NA,NA,41863,-0.00520317266121498,"background",0.0277676508193723,0.109702482310622,"mg/h/g"
"40",7.55208899753757,-0.0088242782354906,0.974,235,449,16.75,27.45,7.407,7.31,214,10.7,-0.0090654205607477,"S07_M21_8066","dark",2020-07-22,"kelp","Tickster","K7","macro","sample",16:00:00,17:00:00,16:30:00,60,NA,15.1,26.9,10.1,"D",4988,"BL",4,4,89,10.14,650,720,70,74.69,10.22,1.2791,8.9409,95,1,NA,NA,NA,41863,0.000473747731007991,"background",-0.00929802596649859,-0.0367339871762539,"mg/h/g"
"41",6.97748732121863,0.0111686879317218,0.952,75,247,39.716,48.316,7.43,7.524,172,8.6,0.0109302325581396,"S07_N19_6011","light",2020-07-22,"kelp","Triquetta","K7","nereo","sample",16:00:00,17:00:00,16:30:00,60,NA,15.1,26.9,10.1,"A",4979,"B/W",1,1,73,10.04,109,165,56,24.54,3.04,1.2569,1.7831,109,1,NA,NA,NA,41863,-0.00520317266121498,"background",0.0163718605929368,0.197062762100313,"mg/h/g"
"42",7.46927711105189,-0.00101939597109628,0.372,234,463,16.7,28.149,7.462,7.443,229,11.449,-0.00165953358371911,"S07_N19_6011","dark",2020-07-22,"kelp","Triquetta","K7","nereo","sample",16:00:00,17:00:00,16:30:00,60,NA,15.1,26.9,10.1,"A",4979,"B/W",1,1,73,10.04,109,165,56,24.54,3.04,1.2569,1.7831,109,1,NA,NA,NA,41863,0.000473747731007991,"background",-0.00149314370210427,-0.0179724851967221,"mg/h/g"
"43",5.1233882529866,0.034539975487483,0.998,126,424,100.6,115.5,8.597,9.107,298,14.9,0.0342281879194631,"S08_M22","light",2020-07-28,"kelp","Triquetta","K8","macro","sample",13:40:00,14:00:00,14:37:00,20,NA,15.6,26.22,8.32,"A",4979,"B/W",4,1,55,8.81,170,236,66,76.42,9,1.4049,7.5951,72,1,NA,NA,NA,40907,-0.000357824226349775,"background",0.0348977997138328,0.134613627318027,"mg/h/g"
"44",7.58807729111098,-0.0063511229515566,0.948,107,310,10.35,20.5,7.516,7.463,203,10.15,-0.00522167487684728,"S08_M22","dark",2020-07-28,"kelp","Triquetta","K8","macro","sample",13:40:00,14:00:00,14:37:00,20,NA,15.6,26.22,8.32,"A",4979,"B/W",4,1,55,8.81,170,236,66,76.42,9,1.4049,7.5951,72,1,NA,NA,NA,40907,0.000616328157230201,"background",-0.0069674511087868,-0.0268760172448073,"mg/h/g"
"45",4.1154441520352,0.0421395716437071,0.998,284,499,108.5,119.25,8.686,9.14,215,10.75,0.0422325581395349,"S08_M23","light",2020-07-28,"kelp","Triquetta","K8","macro","sample",13:40:00,14:00:00,14:37:00,20,NA,15.6,26.22,8.32,"B",4958,"Y",3,2,77,8.8,555,690,135,96.73,15.24,1.6868,13.5132,81,1,NA,NA,NA,40907,-0.000357824226349775,"background",0.0424973958700569,0.127136321894728,"mg/h/g"
"46",7.3987245829499,-0.0110880370079273,0.988,243,449,17.15,27.45,7.204,7.098,206,10.3,-0.0102912621359223,"S08_M23","dark",2020-07-28,"kelp","Triquetta","K8","macro","sample",13:40:00,14:00:00,14:37:00,20,NA,15.6,26.22,8.32,"B",4958,"Y",3,2,77,8.8,555,690,135,96.73,15.24,1.6868,13.5132,81,1,NA,NA,NA,40907,0.000616328157230201,"background",-0.0117043651651575,-0.0350150852010057,"mg/h/g"
"47",4.43755538808088,0.0423392574800721,0.998,247,482,106.65,118.4,8.958,9.439,235,11.75,0.0409361702127659,"S08_M24","light",2020-07-28,"kelp","Triquetta","K8","macro","sample",13:40:00,14:00:00,14:37:00,20,NA,15.6,26.22,8.32,"C",4970,"R",2,3,74,8.74,154,194,40,39.85,6.23,1.573,4.657,63,1,NA,NA,NA,40907,-0.000357824226349775,"background",0.0426970817064218,0.316933419542273,"mg/h/g"
"48",7.50947916923363,-0.00819378149606282,0.946,144,305,12.2,20.25,7.407,7.346,161,8.05,-0.00757763975155279,"S08_M24","dark",2020-07-28,"kelp","Triquetta","K8","macro","sample",13:40:00,14:00:00,14:37:00,20,NA,15.6,26.22,8.32,"C",4970,"R",2,3,74,8.74,154,194,40,39.85,6.23,1.573,4.657,63,1,NA,NA,NA,40907,0.000616328157230201,"background",-0.00881010965329302,-0.0653959958706167,"mg/h/g"
